Date,DateKey,Calendar Year Number,Calendar Year,Calendar Year Quarter Number,Calendar Year Quarter,Calendar Year Month Number,Calendar Year Month,Month Number,Month,Day of Week Number,Day of Week,Fiscal Year Number,Fiscal Year,Fiscal Quarter Number,Fiscal Quarter,Fiscal Year Quarter Number,Fiscal Year Quarter,Fiscal Month Number,Fiscal Month,Working Day,Is Holiday,Holiday Name,Europe Season,North America Season,Asia Season
02/13/2008,20080213,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,4,Wednesday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/14/2008,20080214,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,5,Thursday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/15/2008,20080215,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,6,Friday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/16/2008,20080216,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,7,Saturday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/17/2008,20080217,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,1,Sunday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/18/2008,20080218,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,2,Monday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/19/2008,20080219,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,3,Tuesday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/20/2008,20080220,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,4,Wednesday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/21/2008,20080221,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,5,Thursday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/22/2008,20080222,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,6,Friday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/23/2008,20080223,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,7,Saturday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/24/2008,20080224,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,1,Sunday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/25/2008,20080225,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,2,Monday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/26/2008,20080226,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,3,Tuesday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/27/2008,20080227,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,4,Wednesday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/28/2008,20080228,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,5,Thursday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
02/29/2008,20080229,2008,CY 2008,20081,Q1-2008,200802,February 2008,2,February,6,Friday,2008,FY 2008,3,Q3,20083,Q3-2008,8,February,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/01/2008,20080301,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,7,Saturday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/02/2008,20080302,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,1,Sunday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/03/2008,20080303,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,2,Monday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/04/2008,20080304,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,3,Tuesday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/05/2008,20080305,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,4,Wednesday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/06/2008,20080306,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,5,Thursday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/07/2008,20080307,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,6,Friday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/08/2008,20080308,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,7,Saturday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/09/2008,20080309,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,1,Sunday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/10/2008,20080310,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,2,Monday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/11/2008,20080311,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,3,Tuesday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/12/2008,20080312,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,4,Wednesday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/13/2008,20080313,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,5,Thursday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/14/2008,20080314,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,6,Friday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/15/2008,20080315,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,7,Saturday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/16/2008,20080316,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,1,Sunday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/17/2008,20080317,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,2,Monday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/18/2008,20080318,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,3,Tuesday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/19/2008,20080319,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,4,Wednesday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/20/2008,20080320,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,5,Thursday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/21/2008,20080321,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,6,Friday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/22/2008,20080322,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,7,Saturday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/23/2008,20080323,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,1,Sunday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/24/2008,20080324,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,2,Monday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/25/2008,20080325,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,3,Tuesday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/26/2008,20080326,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,4,Wednesday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/27/2008,20080327,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,5,Thursday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/28/2008,20080328,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,6,Friday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/29/2008,20080329,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,7,Saturday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/30/2008,20080330,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,1,Sunday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WeekEnd,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
03/31/2008,20080331,2008,CY 2008,20081,Q1-2008,200803,March 2008,3,March,2,Monday,2008,FY 2008,3,Q3,20083,Q3-2008,9,March,WorkDay,0,None,Spring/Business,Spring/Back to Business,Spring/Back to School
04/01/2008,20080401,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,3,Tuesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/02/2008,20080402,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,4,Wednesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/03/2008,20080403,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,5,Thursday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/04/2008,20080404,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,6,Friday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/05/2008,20080405,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,7,Saturday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WeekEnd,0,None,None,None,Spring/Back to School
04/06/2008,20080406,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,1,Sunday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WeekEnd,0,None,None,None,Spring/Back to School
04/07/2008,20080407,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,2,Monday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/08/2008,20080408,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,3,Tuesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/09/2008,20080409,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,4,Wednesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/10/2008,20080410,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,5,Thursday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/11/2008,20080411,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,6,Friday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/12/2008,20080412,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,7,Saturday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WeekEnd,0,None,None,None,Spring/Back to School
04/13/2008,20080413,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,1,Sunday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WeekEnd,0,None,None,None,Spring/Back to School
04/14/2008,20080414,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,2,Monday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/15/2008,20080415,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,3,Tuesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/16/2008,20080416,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,4,Wednesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/17/2008,20080417,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,5,Thursday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/18/2008,20080418,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,6,Friday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/19/2008,20080419,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,7,Saturday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WeekEnd,0,None,None,None,Spring/Back to School
04/20/2008,20080420,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,1,Sunday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WeekEnd,0,None,None,None,Spring/Back to School
04/21/2008,20080421,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,2,Monday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/22/2008,20080422,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,3,Tuesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/23/2008,20080423,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,4,Wednesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/24/2008,20080424,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,5,Thursday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/25/2008,20080425,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,6,Friday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/26/2008,20080426,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,7,Saturday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WeekEnd,0,None,None,None,Spring/Back to School
04/27/2008,20080427,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,1,Sunday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WeekEnd,0,None,None,None,Spring/Back to School
04/28/2008,20080428,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,2,Monday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/29/2008,20080429,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,3,Tuesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
04/30/2008,20080430,2008,CY 2008,20082,Q2-2008,200804,April 2008,4,April,4,Wednesday,2008,FY 2008,4,Q4,20084,Q4-2008,10,April,WorkDay,0,None,None,None,Spring/Back to School
05/01/2008,20080501,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,5,Thursday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/02/2008,20080502,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,6,Friday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/03/2008,20080503,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,7,Saturday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
05/04/2008,20080504,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,1,Sunday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
05/05/2008,20080505,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,2,Monday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/06/2008,20080506,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,3,Tuesday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/07/2008,20080507,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,4,Wednesday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/08/2008,20080508,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,5,Thursday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/09/2008,20080509,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,6,Friday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/10/2008,20080510,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,7,Saturday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
05/11/2008,20080511,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,1,Sunday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
05/12/2008,20080512,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,2,Monday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/13/2008,20080513,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,3,Tuesday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/14/2008,20080514,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,4,Wednesday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/15/2008,20080515,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,5,Thursday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/16/2008,20080516,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,6,Friday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/17/2008,20080517,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,7,Saturday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
05/18/2008,20080518,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,1,Sunday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
05/19/2008,20080519,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,2,Monday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/20/2008,20080520,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,3,Tuesday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/21/2008,20080521,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,4,Wednesday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/22/2008,20080522,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,5,Thursday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/23/2008,20080523,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,6,Friday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/24/2008,20080524,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,7,Saturday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
05/25/2008,20080525,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,1,Sunday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
05/26/2008,20080526,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,2,Monday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/27/2008,20080527,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,3,Tuesday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/28/2008,20080528,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,4,Wednesday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/29/2008,20080529,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,5,Thursday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/30/2008,20080530,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,6,Friday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WorkDay,0,None,None,None,Tax Time/Summer
05/31/2008,20080531,2008,CY 2008,20082,Q2-2008,200805,May 2008,5,May,7,Saturday,2008,FY 2008,4,Q4,20084,Q4-2008,11,May,WeekEnd,0,None,None,None,Tax Time/Summer
06/01/2008,20080601,2008,CY 2008,20082,Q2-2008,200806,June 2008,6,June,1,Sunday,2008,FY 2008,4,Q4,20084,Q4-2008,12,June,WeekEnd,0,None,None,None,None
06/02/2008,20080602,2008,CY 2008,20082,Q2-2008,200806,June 2008,6,June,2,Monday,2008,FY 2008,4,Q4,20084,Q4-2008,12,June,WorkDay,0,None,None,None,None
06/03/2008,20080603,2008,CY 2008,20082,Q2-2008,200806,June 2008,6,June,3,Tuesday,2008,FY 2008,4,Q4,20084,Q4-2008,12,June,WorkDay,0,None,None,None,None
06/04/2008,20080604,2008,CY 2008,20082,Q2-2008,200806,June 2008,6,June,4,Wednesday,2008,FY 2008,4,Q4,20084,Q4-2008,12,June,WorkDay,0,None,None,None,None
06/05/2008,20080605,2008,CY 2008,20082,Q2-2008,200806,June 2008,6,June,5,Thursday,2008,FY 2008,4,Q4,20084,Q4-2008,12,June,WorkDay,0,None,None,None,None
06/06/2008,20080606,2008,CY 2008,20082,Q2-2008,200806,June 2008,6,June,6,Friday,2008,FY 2008,4,Q4,20084,Q4-2008,12,June,WorkDay,0,None,None,None,None
06/07/2008,20080607,2008,CY 2008,20082,Q2-2008,200806,June 2008,6,June,7,Saturday,2008,FY 2008,4,Q4,20084,Q4-2008,12,June,WeekEnd,0,None,None,None,None
06/08/2008,20080608,2008,CY 2008,20082,Q2-2008,200806,June 2008,6,June,1,Sunday,2008,FY 2008,4,Q4,20084,Q4-2008,12,June,WeekEnd,0,None,None,None,None
06/09/2008,20080609,2008,CY 2008,20082,Q2-2008,200806,June 2008,6,June,2,Monday,2008,FY 2008,4,Q4,20084,Q4-2008,12,June,WorkDay,0,None,None,None,None
06/10/2008,20080610,2008,CY 2008,20082,Q2-2008,200806,June 2008,6,June,3,Tuesday,2008,FY 2008,4,Q4,20084,Q4-2008,12,June,WorkDay,0,None,None,None,None
06/11/2008,20080611,2008,CY 2008,20082,Q2-2008,200806,June 2008,6,June,4,Wednesday,2008,FY 2008,4,Q4,20084,Q4-2008,12,June,WorkDay,0,None,None,None,None
